"","row","url","Latitude","Longitude","Address","PlugCount","PlugType","PlugPower","StationCount","AvailableCount","InUseCount","UnavailCount","ChargNetwork","DatePull"
"263",263,"https://www.plugshare.com/location/749961","['41.672242903236146']","['-72.71410569548607']","['2800 Berlin Tpke, Newington, CT 06111, USA ']","['10 Plugs']","['J-1772']","['9.6 kW']","['10 Stations']","['10']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:27:38 GMT-0400 (Eastern Daylight Time)"
"264",264,"https://www.plugshare.com/location/603706","['41.78538']","['-72.62505']","['50 Columbus Cir, East Hartford, CT 06108, USA ']","['6 Plugs']","['J-1772']","['6.48 kW']","['3 Stations']","['6']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:07:32 GMT-0400 (Eastern Daylight Time)"
"265",265,"https://www.plugshare.com/location/79847","['41.851063']","['-72.812935']","['384 Hopmeadow St, Weatogue, CT 06089, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:22:22 GMT-0400 (Eastern Daylight Time)"
"266",266,"https://www.plugshare.com/location/648062","['41.76967814544847']","['-72.65992313988112']","['750 Connecticut Blvd, East Hartford, CT 06108 ']","['2 Plugs', '2 Plugs']","['CCS1', 'CHAdeMO']","['125 kW', '125 kW']","['2 Stations', '2 Stations']","['1', '1']","['1', '1']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 12:37:26 GMT-0400 (Eastern Daylight Time)"
"267",267,"https://www.plugshare.com/location/518201","['41.26097625972345']","['-72.98709587235258']","['920 West Campus Drive, West Haven, CT 06516, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:45:57 GMT-0400 (Eastern Daylight Time)"
"268",268,"https://www.plugshare.com/location/64543","['41.697397']","['-72.721647']","['39 E Cedar St, Newington, CT 06111, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['2']","['0']","['0']","['EV Connect']","Sat Jun 07 2025 11:46:08 GMT-0400 (Eastern Daylight Time)"
"269",269,"https://www.plugshare.com/location/209071","['41.380158']","['-73.47904']","['7 Backus Ave, Danbury, CT 06810, USA ']","['1 Plug', '1 Plug']","['CHAdeMO', 'CCS1']","['50 kW', '50 kW']","['1 Station', '1 Station']","['1', '1']","['0', '0']","['0', '0']","['EVgo', 'EVgo']","Sat Jun 07 2025 11:39:13 GMT-0400 (Eastern Daylight Time)"
"270",270,"https://www.plugshare.com/location/637961","['41.81116']","['-72.8503']","['221 West Main Street, Avon 06001 ']","['2 Plugs']","['J-1772']","['11.5 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:55:45 GMT-0400 (Eastern Daylight Time)"
"271",271,"https://www.plugshare.com/location/709019","['41.264794']","['-73.131272']","['898 Bridgeport Avenue, Shelton, CT 06484, USA ']","['4 Plugs']","['J-1772']","['9.6 kW']","['1 Station']","['4']","['0']","['0']","['Shell Recharge']","Sat Jun 07 2025 11:30:01 GMT-0400 (Eastern Daylight Time)"
"272",272,"https://www.plugshare.com/location/643507","['41.76115']","['-72.6811']","['315 Buckingham St, Hartford, CT 06106, USA ']","['4 Plugs']","['J-1772']","['9.6 kW']","['4 Stations']","['3']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:39:12 GMT-0400 (Eastern Daylight Time)"
"273",273,"https://www.plugshare.com/location/590077","['41.33806903116923']","['-73.0417574441803']","['41 Ford Rd, Woodbridge, CT 06525, USA ']","['2 Plugs']","['J-1772']","['7.68 kW']","['2 Stations']","['0']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 11:29:48 GMT-0400 (Eastern Daylight Time)"
"274",274,"https://www.plugshare.com/location/645940","['41.28554039472332']","['-72.68350453009414']","['32 Church St, Guilford, CT 06437 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:33:49 GMT-0400 (Eastern Daylight Time)"
"275",275,"https://www.plugshare.com/location/169489","['41.714686']","['-72.605825']","['25 Welles St # 55, Glastonbury, CT 06033, USA ']","['2 Plugs', '2 Plugs']","['CHAdeMO', 'CCS1']","['50 kW', '50 kW']","['2 Stations', '2 Stations']","['0', '0']","['1', '1']","['1', '1']","['EVgo', 'EVgo']","Sat Jun 07 2025 11:31:59 GMT-0400 (Eastern Daylight Time)"
"276",276,"https://www.plugshare.com/location/466646","['41.647605']","['-72.902212']","['935 Middle St, Bristol, CT 06010, USA ']","['10 Plugs']","['J-1772']","['6.48 kW']","['5 Stations']","['6']","['4']","['0']","['ChargePoint']","Sat Jun 07 2025 11:18:19 GMT-0400 (Eastern Daylight Time)"
"277",277,"https://www.plugshare.com/location/172366","['41.635173']","['-72.765778']","['51 Depot Rd, Berlin 06037 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['0']","['2']","['0']","['ChargePoint']","Sat Jun 07 2025 12:05:42 GMT-0400 (Eastern Daylight Time)"
"278",278,"https://www.plugshare.com/location/463661","['41.290359']","['-72.376572']","['225 Main St, Old Saybrook 06475 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:21:25 GMT-0400 (Eastern Daylight Time)"
"279",279,"https://www.plugshare.com/location/598874","['41.496828492599825']","['-73.16094394773245']","['1284 Strongtown Rd, Southbury, CT 06488, USA ']","['4 Plugs']","['J-1772']","['7.68 kW']","['4 Stations']","['3']","['0']","['1']","['EvGateway']","Sat Jun 07 2025 12:22:52 GMT-0400 (Eastern Daylight Time)"
"280",280,"https://www.plugshare.com/location/640438","['41.35318908951209']","['-73.09171345084906']","['331 Wakelee Ave, Ansonia, CT 06401, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:58:29 GMT-0400 (Eastern Daylight Time)"
"281",281,"https://www.plugshare.com/location/722358","['41.92653']","['-71.86727']","['157 Providence Pike, Putnam, CT 06260, USA ']","['3 Plugs', '1 Plug']","['J-1772', 'CCS1']","['19.2 kW', '180 kW']","['3 Stations', '1 Station']","['0', '0']","['0', '0']","['3', '1']","['ViaLynk', 'ViaLynk']","Sat Jun 07 2025 11:44:53 GMT-0400 (Eastern Daylight Time)"
"282",282,"https://www.plugshare.com/location/490100","['41.305988']","['-72.751979']","['749 E Main St, Branford, CT 06405, USA ']","['2 Plugs']","['J-1772']","['6.24 - 7.2 kW']","['2 Stations']","['2']","['0']","['0']","['FLO']","Sat Jun 07 2025 11:22:11 GMT-0400 (Eastern Daylight Time)"
"283",283,"https://www.plugshare.com/location/67579","['41.665597']","['-72.856632']","['434 Robert Holcomb Way, Plainville, CT 06062 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:37:08 GMT-0400 (Eastern Daylight Time)"
"284",284,"https://www.plugshare.com/location/621968","['41.578877730959654']","['-73.0637679343186']","['92 Brookside Rd, Waterbury, CT 06708 ']","['4 Plugs']","['J-1772']","['9.6 kW']","['4 Stations']","['4']","['0']","['0']","['Red E']","Sat Jun 07 2025 11:27:25 GMT-0400 (Eastern Daylight Time)"
"285",285,"https://www.plugshare.com/location/486807","['41.790942996306725']","['-72.70750298776625']","['275 Plainfield St, Hartford 06112 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['1']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:14:17 GMT-0400 (Eastern Daylight Time)"
"286",286,"https://www.plugshare.com/location/595462","['41.72401916005365']","['-73.22407146193657']","['599 Bantam Rd, Litchfield, CT 06759, USA ']","['2 Plugs']","['J-1772']","['7.2 kW']","['2 Stations']","['2']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 11:20:50 GMT-0400 (Eastern Daylight Time)"
"287",287,"https://www.plugshare.com/location/152481","['41.818375']","['-72.867995']","['36 Albany Turnpike, West Simsbury, CT 06092, USA ']","['2 Plugs', '2 Plugs', '2 Plugs']","['J-1772', 'CCS1', 'CHAdeMO']","['6.48 kW', '62 kW', '62.5 kW']","['1 Station', '2 Stations', '2 Stations']","['0', '1', '1']","['0', '1', '1']","['0', '0', '0']","['ChargePoint', 'ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:21:20 GMT-0400 (Eastern Daylight Time)"
"288",288,"https://www.plugshare.com/location/642473","['41.60674']","['-72.6915']","['150 Country Squire Dr, Cromwell, CT 06416, USA ']","['14 Plugs']","['J-1772']","['7.7 - 11.5 kW']","['14 Stations']","['8']","['1']","['2']","['AmpUp']","Sat Jun 07 2025 12:14:30 GMT-0400 (Eastern Daylight Time)"
"289",289,"https://www.plugshare.com/location/320253","['41.045713242953624']","['-73.54198282076264']","['1 Station Place, Stamford, CT 06902, USA ']","['2 Plugs']","['J-1772']","['6.24 - 6.613 kW']","['2 Stations']","['1']","['0']","['1']","['Blink']","Sat Jun 07 2025 11:28:28 GMT-0400 (Eastern Daylight Time)"
"290",290,"https://www.plugshare.com/location/541092","['41.92905546427385']","['-72.68566008633618']","['170 Schoephoester Rd, Windsor Locks CT 06096 ']","['20 Plugs']","['J-1772']","['9.6 kW']","['20 Stations']","['18']","['1']","['0']","['AmpUp']","Sat Jun 07 2025 11:23:41 GMT-0400 (Eastern Daylight Time)"
"291",291,"https://www.plugshare.com/location/488022","['41.69645341575215']","['-72.9076213860186']","['1097 Farmington Ave, Bristol 06010 ']","['1 Plug', '1 Plug']","['CHAdeMO', 'CCS1']","['62.5 kW', '62 kW']","['1 Station', '1 Station']","['1', '1']","['0', '0']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 12:23:04 GMT-0400 (Eastern Daylight Time)"
"292",292,"https://www.plugshare.com/location/823652","['41.105078']","['-73.417769']","['100 North Water St, Norwalk, CT 06854, USA ']","['4 Plugs']","['J-1772']","['9.6 kW']","['4 Stations']","['3']","['1']","['0']","['Shell Recharge']","Sat Jun 07 2025 11:29:54 GMT-0400 (Eastern Daylight Time)"
"293",293,"https://www.plugshare.com/location/462874","['41.389073']","['-72.351822']","['272 Hamburg Rd, Lyme 06371 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:38:29 GMT-0400 (Eastern Daylight Time)"
"294",294,"https://www.plugshare.com/location/351995","['41.236354']","['-73.033486']","['1201 Boston Post Rd, Milford, CT 06460, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['1']","['1']","['0']","['Shell Recharge']","Sat Jun 07 2025 11:59:39 GMT-0400 (Eastern Daylight Time)"
"295",295,"https://www.plugshare.com/location/460255","['41.149456']","['-73.490046']","['16 Cross St, New Canaan 06840 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:19:53 GMT-0400 (Eastern Daylight Time)"
"296",296,"https://www.plugshare.com/location/719719","['41.77582']","['-72.52275']","['41 Center St, Manchester, CT 06040, USA ']","['8 Plugs']","['J-1772']","['9.6 kW']","['8 Stations']","['7']","['0']","['1']","['AmpUp']","Sat Jun 07 2025 12:34:11 GMT-0400 (Eastern Daylight Time)"
"297",297,"https://www.plugshare.com/location/574558","['41.543847']","['-73.043195']","['211 Washington Ave, Waterbury, CT 06708, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:25:38 GMT-0400 (Eastern Daylight Time)"
"298",298,"https://www.plugshare.com/location/596416","['41.404011']","['-73.42388']","['52 Newtown Rd, Danbury, CT 06810, USA ']","['2 Plugs']","['J-1772']","['21.6 kW']","['2 Stations']","['2']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:10:51 GMT-0400 (Eastern Daylight Time)"
"299",299,"https://www.plugshare.com/location/454093","['41.573907']","['-73.100435']","['674 Straits Turnpike, Watertown, CT 06795, USA ']","['2 Plugs', '2 Plugs']","['CHAdeMO', 'CCS1']","['62.5 kW', '62 kW']","['2 Stations', '2 Stations']","['1', '1']","['1', '1']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 12:36:20 GMT-0400 (Eastern Daylight Time)"
"300",300,"https://www.plugshare.com/location/339930","['41.413689']","['-73.425377']","['100 Federal Rd, Danbury, CT 06810 ']","['2 Plugs', '1 Plug']","['J-1772', 'CCS1']","['6.48 kW', '23.92 kW']","['1 Station', '1 Station']","['2', '1']","['0', '0']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:40:35 GMT-0400 (Eastern Daylight Time)"
"301",301,"https://www.plugshare.com/location/638049","['41.74659']","['-72.66994']","['75 Elliott St E, Hartford, CT 06114, USA ']","['6 Plugs']","['J-1772']","['20 - 33.2 kW']","['6 Stations']","['4']","['0']","['2']","['AmpUp']","Sat Jun 07 2025 12:14:23 GMT-0400 (Eastern Daylight Time)"
"302",302,"https://www.plugshare.com/location/580041","['38.904381']","['-77.040625']","['1120 Connecticut Ave NW, Washington, DC 20036, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['3']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:56:29 GMT-0400 (Eastern Daylight Time)"
"303",303,"https://www.plugshare.com/location/622276","['41.673129']","['-72.954334']","['122 Park St, Bristol, CT 06010 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:40:58 GMT-0400 (Eastern Daylight Time)"
"304",304,"https://www.plugshare.com/location/638419","['41.11276']","['-73.41446']","['11 Merwin St, Norwalk, CT 06850 ']","['7 Plugs']","['J-1772']","['11.5 kW']","['7 Stations']","['6']","['0']","['1']","['AmpUp']","Sat Jun 07 2025 12:25:14 GMT-0400 (Eastern Daylight Time)"
"305",305,"https://www.plugshare.com/location/643499","['41.04791']","['-73.54359']","['600 Washington Blvd, Stamford, CT 06901, USA ']","['8 Plugs']","['J-1772']","['9.6 kW']","['8 Stations']","['8']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:19:24 GMT-0400 (Eastern Daylight Time)"
"306",306,"https://www.plugshare.com/location/569025","['41.181691594763734']","['-73.16497586011889']","['726 Union Ave, Bridgeport, CT 06607, USA ']","['4 Plugs']","['J-1772']","['9.568 kW']","['4 Stations']","['4']","['0']","['0']","['SWTCH']","Sat Jun 07 2025 11:20:33 GMT-0400 (Eastern Daylight Time)"
"307",307,"https://www.plugshare.com/location/731009","['41.336725']","['-73.0904']","['304 Seymour Ave, Derby, CT 06418, USA ']","['4 Plugs']","['J-1772']","['19.2 kW']","['2 Stations']","['3']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:38:37 GMT-0400 (Eastern Daylight Time)"
"308",308,"https://www.plugshare.com/location/638618","['41.79779766337721']","['-72.69468078769683']","['120 Holcomb St, Hartford, CT 06112 ']","['2 Plugs']","['J-1772']","['13.3 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:12:27 GMT-0400 (Eastern Daylight Time)"
"309",309,"https://www.plugshare.com/location/47552","['41.28029056947605']","['-72.59520541104507']","['761 Boston Post Rd, Madison, CT 06443, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['2']","['ChargePoint']","Sat Jun 07 2025 12:03:12 GMT-0400 (Eastern Daylight Time)"
"310",310,"https://www.plugshare.com/location/618964","['41.28284688475579']","['-73.49986919144911']","['467 Main St, Ridgefield, CT 06877, USA ']","['6 Plugs']","['J-1772']","['16.64 kW']","['3 Stations']","['6']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:08:04 GMT-0400 (Eastern Daylight Time)"
"311",311,"https://www.plugshare.com/location/99366","['41.370935']","['-73.414676']","['5 Depot Pl, Bethel 06801 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:19:58 GMT-0400 (Eastern Daylight Time)"
"312",312,"https://www.plugshare.com/location/643529","['41.80188075285279']","['-72.6613957718277']","['9 Windsor Ave, Windsor, CT 06095, USA ']","['4 Plugs']","['J-1772']","['9.6 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:33:07 GMT-0400 (Eastern Daylight Time)"
"313",313,"https://www.plugshare.com/location/747714","['41.753152256027875']","['-72.67852198280335']","['100 Retreat Avenue, Hartford, CT 06106, USA ']","['12 Plugs']","['J-1772']","['11.5 kW']","['12 Stations']","['12']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:40:01 GMT-0400 (Eastern Daylight Time)"
"314",314,"https://www.plugshare.com/location/557324","['41.81502']","['-72.55494']","['801 Evergreen Way, South Windsor, CT 06074, USA ']","['8 Plugs', '2 Plugs']","['CCS1', 'CHAdeMO']","['100 - 350 kW', '100 kW']","['5 Stations', '2 Stations']","['5', '1']","['0', '0']","['3', '1']","['EVgo', 'EVgo']","Sat Jun 07 2025 11:54:24 GMT-0400 (Eastern Daylight Time)"
"315",315,"https://www.plugshare.com/location/494863","['41.344443']","['-73.078874']","['153 Main St, Ansonia, CT 06401, USA ']","['4 Plugs']","['J-1772']","['7.2 kW']","['4 Stations']","['2']","['0']","['2']","['EV Connect']","Sat Jun 07 2025 12:12:06 GMT-0400 (Eastern Daylight Time)"
"316",316,"https://www.plugshare.com/location/180653","['41.310389']","['-72.921731']","['65 Grove St, New Haven, CT 06510, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['0']","['0']","['2']","['Blink']","Sat Jun 07 2025 11:35:40 GMT-0400 (Eastern Daylight Time)"
"317",317,"https://www.plugshare.com/location/618011","['41.53480566414574']","['-72.61816291534424']","['110 Randolph Rd, Middletown, CT 06457 ']","['2 Plugs']","['J-1772']","['11.52 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:02:51 GMT-0400 (Eastern Daylight Time)"
"318",318,"https://www.plugshare.com/location/431698","['41.297088']","['-72.918081']","['Pirelli Building, New Haven, CT 06511, USA ']","['12 Plugs']","['J-1772']","['7.2 kW']","['12 Stations']","['3']","['6']","['3']","['EV Connect']","Sat Jun 07 2025 11:58:40 GMT-0400 (Eastern Daylight Time)"
"319",319,"https://www.plugshare.com/location/583783","['41.92776301787675']","['-73.07384454232789']","['15 Hinsdale Ave, Winsted, CT 06098 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:43:34 GMT-0400 (Eastern Daylight Time)"
"320",320,"https://www.plugshare.com/location/638674","['41.79682881037618']","['-72.69105845634459']","['33 Coventry St, Hartford, CT 06112, USA ']","['2 Plugs']","['J-1772']","['13.3 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:19:53 GMT-0400 (Eastern Daylight Time)"
"321",321,"https://www.plugshare.com/location/633974","['41.01980715961206']","['-73.64750756179689']","['5 Greenwich Office Park, Greenwich, CT 06831, USA ']","['4 Plugs']","['J-1772']","['20 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:23:25 GMT-0400 (Eastern Daylight Time)"
"322",322,"https://www.plugshare.com/location/564763","['41.22127']","['-73.061023']","['131 Broad St Unit 102, Milford, CT 06460, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['0']","['2']","['0']","['ChargePoint']","Sat Jun 07 2025 11:27:32 GMT-0400 (Eastern Daylight Time)"
"323",323,"https://www.plugshare.com/location/636295","['41.28656906004175']","['-72.97474922060053']","['790 Boston Post Road, West Haven, CT 06516 ']","['2 Plugs']","['J-1772']","['20 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:53:48 GMT-0400 (Eastern Daylight Time)"
"324",324,"https://www.plugshare.com/location/707564","['41.75842223002084']","['-72.53469421188893']","['179 Keeney St, Manchester, CT 06040 ']","['18 Plugs']","['J-1772']","['9.6 kW']","['18 Stations']","['17']","['1']","['0']","['AmpUp']","Sat Jun 07 2025 11:51:57 GMT-0400 (Eastern Daylight Time)"
