"","row","url","Latitude","Longitude","Address","PlugCount","PlugType","PlugPower","StationCount","AvailableCount","InUseCount","UnavailCount","ChargNetwork","DatePull"
"377",377,"https://www.plugshare.com/location/595166","['41.532687837143875']","['-72.79248797571906']","['467 Broad St, Meriden, CT 06450, USA ']","['3 Plugs']","['J-1772']","['11.5 kW']","['3 Stations']","['2']","['0']","['1']","['AmpUp']","Sat Jun 07 2025 11:28:41 GMT-0400 (Eastern Daylight Time)"
"378",378,"https://www.plugshare.com/location/638589","['41.28105727046662']","['-72.60169057066395']","['29 Bradley Rd, Madison, CT 06443 ']","['8 Plugs']","['J-1772']","['12 - 13.3 kW']","['8 Stations']","['4']","['0']","['4']","['AmpUp']","Sat Jun 07 2025 12:11:33 GMT-0400 (Eastern Daylight Time)"
"379",379,"https://www.plugshare.com/location/638547","['41.67641']","['-72.93562']","['41 Brewster Rd, Bristol, CT 06010, USA ']","['2 Plugs']","['J-1772']","['11.5 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:00:49 GMT-0400 (Eastern Daylight Time)"
"380",380,"https://www.plugshare.com/location/653321","['41.576251']","['-72.328492']","['127 Norwich Ave, Colchester, CT 06415 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:23:14 GMT-0400 (Eastern Daylight Time)"
"381",381,"https://www.plugshare.com/location/139246","['41.155207']","['-73.328215']","['70 North Ave, Westport, CT 06880, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['0']","['0']","['2']","['Blink']","Sat Jun 07 2025 11:16:41 GMT-0400 (Eastern Daylight Time)"
"382",382,"https://www.plugshare.com/location/460272","['41.14646']","['-73.42748']","['601 Merritt 7, Norwalk 06851 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:37:22 GMT-0400 (Eastern Daylight Time)"
"383",383,"https://www.plugshare.com/location/623223","['41.850888']","['-72.483224']","['520 Talcottville Rd, Vernon, CT 06066 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:26:20 GMT-0400 (Eastern Daylight Time)"
"384",384,"https://www.plugshare.com/location/652777","['41.40649373886934']","['-71.84694617986679']","['91 Voluntown Rd, Pawcatuck, CT 06379, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['1']","['1']","['0']","['Shell Recharge']","Sat Jun 07 2025 11:26:31 GMT-0400 (Eastern Daylight Time)"
"385",385,"https://www.plugshare.com/location/649538","['41.35351394687631']","['-72.22076346932826']","['1 Maple Tree Ln, East Lyme, CT 06333, USA ']","['22 Plugs']","['J-1772']","['7.2 - 7.68 kW']","['22 Stations']","['7']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 12:26:29 GMT-0400 (Eastern Daylight Time)"
"386",386,"https://www.plugshare.com/location/643515","['41.76881']","['-72.66996']","['155 Morgan St S, Hartford, CT 06103, USA ']","['4 Plugs']","['J-1772']","['9.6 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:27:55 GMT-0400 (Eastern Daylight Time)"
"387",387,"https://www.plugshare.com/location/554860","['41.537159']","['-72.7965856']","['105 Miller St, Meriden, CT 06450, USA ']","['4 Plugs']","['J-1772']","['6.24 - 7.2 kW']","['4 Stations']","['3']","['0']","['0']","['FLO']","Sat Jun 07 2025 11:34:45 GMT-0400 (Eastern Daylight Time)"
"388",388,"https://www.plugshare.com/location/245177","['41.759134']","['-72.701878']","['1400 Park St, Hartford, CT  06106, United States ']","['5 Plugs']","['J-1772']","['6.24 kW']","['5 Stations']","['4']","['0']","['1']","['Blink']","Sat Jun 07 2025 12:38:25 GMT-0400 (Eastern Daylight Time)"
"389",389,"https://www.plugshare.com/location/603699","['41.785563']","['-72.624886']","['48 Columbus Cir, East Hartford, CT 06108, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:24:53 GMT-0400 (Eastern Daylight Time)"
"390",390,"https://www.plugshare.com/location/639002","['41.31064']","['-72.91908']","['29 Audubon Street, New Haven 06511 ']","['4 Plugs']","['J-1772']","['13.3 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:11:11 GMT-0400 (Eastern Daylight Time)"
"391",391,"https://www.plugshare.com/location/638628","['41.69852']","['-73.18452']","['167 Litchfield Road, Morris, CT 06763, USA ']","['4 Plugs']","['J-1772']","['11.5 - 20 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:58:29 GMT-0400 (Eastern Daylight Time)"
"392",392,"https://www.plugshare.com/location/643833","['41.61129']","['-72.901103']","['600 Executive Blvd S, Southington, CT 06489, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['3']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:39:02 GMT-0400 (Eastern Daylight Time)"
"393",393,"https://www.plugshare.com/location/607694","['41.769441']","['-72.707513']","['77 Sherman Street, Hartford, CT 06105, USA ']","['4 Plugs']","['J-1772']","['6.24 kW']","['4 Stations']","['4']","['0']","['0']","['FLO']","Sat Jun 07 2025 12:05:42 GMT-0400 (Eastern Daylight Time)"
"394",394,"https://www.plugshare.com/location/572666","['41.54987']","['-72.654369']","['55 High St, Middletown, CT 06457 ']","['4 Plugs']","['J-1772']","['9.984 kW']","['4 Stations']","['4']","['0']","['0']","['FLO']","Sat Jun 07 2025 12:25:01 GMT-0400 (Eastern Daylight Time)"
"395",395,"https://www.plugshare.com/location/590089","['41.404556']","['-72.846355']","['320 Washington Ave, North Haven, CT 06473, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:47:19 GMT-0400 (Eastern Daylight Time)"
"396",396,"https://www.plugshare.com/location/523430","['41.3127882944517']","['-72.7105308977068']","['605 New England Rd, Guilford, CT 06437, USA ']","['4 Plugs']","['J-1772']","['6.24 kW']","['4 Stations']","['3']","['1']","['0']","['FLO']","Sat Jun 07 2025 11:28:59 GMT-0400 (Eastern Daylight Time)"
"397",397,"https://www.plugshare.com/location/577635","['41.04638671875']","['-73.54402160644531']","['57 S State St, Stamford, CT 06902, USA ']","['55 Plugs']","['J-1772']","['9.6 kW']","['55 Stations']","['54']","['0']","['1']","['AmpUp']","Sat Jun 07 2025 12:10:34 GMT-0400 (Eastern Daylight Time)"
"398",398,"https://www.plugshare.com/location/718258","['41.650971']","['-72.904769']","['34 Ronzo Rd, Bristol, CT 06010, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:28:42 GMT-0400 (Eastern Daylight Time)"
"399",399,"https://www.plugshare.com/location/579866","['41.98120643317867']","['-72.57977546663136']","['89 Phoenix Ave, Enfield, CT 06082, USA ']","['1 Plug']","['J-1772']","['9.6 kW']","['1 Station']","['0']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:53:51 GMT-0400 (Eastern Daylight Time)"
"400",400,"https://www.plugshare.com/location/249397","['41.505786']","['-72.124235']","['224 Salem Turnpike, Norwich 06360 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:35:03 GMT-0400 (Eastern Daylight Time)"
"401",401,"https://www.plugshare.com/location/637989","['41.71612175246715']","['-72.19587116567614']","['2 Main St, Willimantic, CT 06226, USA ']","['4 Plugs']","['J-1772']","['13.3 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:39:31 GMT-0400 (Eastern Daylight Time)"
"402",402,"https://www.plugshare.com/location/161956","['41.317922']","['-72.924753']","['200 Prospect St, New Haven, CT 06511, USA ']","['12 Plugs']","['J-1772']","['6.48 kW']","['5 Stations']","['5']","['3']","['4']","['ChargePoint']","Sat Jun 07 2025 12:06:50 GMT-0400 (Eastern Daylight Time)"
"403",403,"https://www.plugshare.com/location/581408","['41.50375522069976']","['-72.80965208425572']","['1194 North Colony Road, Wallingford 06492 ']","['1 Plug']","['J-1772']","['13.5 kW']","['1 Station']","['1']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:35:53 GMT-0400 (Eastern Daylight Time)"
"404",404,"https://www.plugshare.com/location/484591","['41.94306882605225']","['-71.97204568651443']","['94 Plaine Hill Rd, Woodstock, CT 06281, USA ']","['2 Plugs']","['J-1772']","['6.656 kW']","['2 Stations']","['2']","['0']","['0']","['ViaLynk']","Sat Jun 07 2025 11:57:16 GMT-0400 (Eastern Daylight Time)"
"405",405,"https://www.plugshare.com/location/340477","['41.627798']","['-73.312355']","['16 Kirby Rd, Washington 06793 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:20:56 GMT-0400 (Eastern Daylight Time)"
"406",406,"https://www.plugshare.com/location/560599","['41.82097463111553']","['-72.72722900727081']","['65 Jolley Dr, Bloomfield, CT 06002, USA ']","['6 Plugs']","['J-1772']","['7.68 kW']","['6 Stations']","['6']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 11:26:38 GMT-0400 (Eastern Daylight Time)"
"407",407,"https://www.plugshare.com/location/463590","['41.770214']","['-72.679452']","['150 High Street, Hartford 06103 ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:37:00 GMT-0400 (Eastern Daylight Time)"
"408",408,"https://www.plugshare.com/location/511132","['41.31018']","['-72.93519']","['80 Howe St, New Haven, CT 06511, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:34:37 GMT-0400 (Eastern Daylight Time)"
"409",409,"https://www.plugshare.com/location/634839","['41.278446']","['-72.52787649999999']","['10 W Main St, Clinton, CT 06413, USA ']","['2 Plugs']","['J-1772']","['7.68 kW']","['2 Stations']","['1']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 12:34:22 GMT-0400 (Eastern Daylight Time)"
"410",410,"https://www.plugshare.com/location/631289","['41.316187']","['-72.252619']","['2 Nola Pl, East Lyme, CT 06333, USA ']","['8 Plugs']","['J-1772']","['6.48 kW']","['4 Stations']","['8']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:27:53 GMT-0400 (Eastern Daylight Time)"
"411",411,"https://www.plugshare.com/location/11348","['41.728676']","['-72.72802']","['60 Woodlawn Street, West Hartford, CT 06110, USA ']","['14 Plugs']","['J-1772']","['11.5 kW']","['14 Stations']","['11']","['1']","['2']","['AmpUp']","Sat Jun 07 2025 11:56:45 GMT-0400 (Eastern Daylight Time)"
"412",412,"https://www.plugshare.com/location/594316","['41.306276']","['-72.382028']","['225 Middlesex Turnpike, Old Saybrook, CT 06475, USA ']","['1 Plug']","['CCS1']","['50 kW']","['1 Station']","['0']","['1']","['0']","['EV Connect']","Sat Jun 07 2025 11:18:18 GMT-0400 (Eastern Daylight Time)"
"413",413,"https://www.plugshare.com/location/585683","['41.218205']","['-73.062525']","['79 Noble Ave, Milford, CT 06460, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:38:37 GMT-0400 (Eastern Daylight Time)"
"414",414,"https://www.plugshare.com/location/603701","['41.786079']","['-72.624776']","['42 Columbus Cir, East Hartford, CT 06108, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:35:00 GMT-0400 (Eastern Daylight Time)"
"415",415,"https://www.plugshare.com/location/783147","['41.056983']","['-73.610549']","['19 Doubling Rd, Greenwich, CT 06830 ']","['4 Plugs']","['J-1772']","['19.2 kW']","['2 Stations']","['2']","['2']","['0']","['ChargePoint']","Sat Jun 07 2025 12:30:06 GMT-0400 (Eastern Daylight Time)"
"416",416,"https://www.plugshare.com/location/183807","['41.41545020301828']","['-73.42352349311113']","['102 Federal Rd, Danbury, CT 06810, USA ']","['2 Plugs', '2 Plugs', '2 Plugs']","['CHAdeMO', 'CCS1', 'J-1772']","['62.5 kW', '62 kW', ' kW']","['2 Stations', '2 Stations', '2 Stations']","['1', '1', '0']","['1', '1', '0']","['0', '0', '0']","['ChargePoint', 'ChargePoint', '']","Sat Jun 07 2025 11:24:25 GMT-0400 (Eastern Daylight Time)"
"417",417,"https://www.plugshare.com/location/712158","['41.74505987804716']","['-73.19716523614991']","['28 Russell St, Litchfield, CT 06759 ']","['1 Plug']","['J-1772']","['12 kW']","['1 Station']","['1']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:56:03 GMT-0400 (Eastern Daylight Time)"
"418",418,"https://www.plugshare.com/location/463359","['41.13868']","['-73.346634']","['556 Post Rd E, Westport 06880 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:52:50 GMT-0400 (Eastern Daylight Time)"
"419",419,"https://www.plugshare.com/location/734039","['41.2646']","['-72.996501']","['45-75 Prindle Hill Rd , Orange 06477 ']","['4 Plugs']","['J-1772']","['19.2 kW']","['4 Stations']","['4']","['0']","['0']","['EV Connect']","Sat Jun 07 2025 11:59:33 GMT-0400 (Eastern Daylight Time)"
"420",420,"https://www.plugshare.com/location/516049","['41.820114']","['-73.12166']","['45 Winsted Rd, Torrington, CT 06790, USA ']","['1 Plug', '1 Plug', '1 Plug']","['CHAdeMO', 'CCS1', 'J-1772']","['62.5 kW', '62 kW', ' kW']","['1 Station', '1 Station', '1 Station']","['1', '1', '0']","['0', '0', '0']","['0', '0', '0']","['ChargePoint', 'ChargePoint', 'ChargePoint']","Sat Jun 07 2025 12:06:18 GMT-0400 (Eastern Daylight Time)"
"421",421,"https://www.plugshare.com/location/638047","['41.72099']","['-72.58521']","['148 Eastern Boulevard, Glastonbury 06033 ']","['4 Plugs']","['J-1772']","['13.3 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:50:05 GMT-0400 (Eastern Daylight Time)"
"422",422,"https://www.plugshare.com/location/625237","['41.2690684']","['-72.8711457']","['85a Hemingway Ave, East Haven 06512-3406 ']","['4 Plugs']","['J-1772']","['7.68 kW']","['4 Stations']","['3']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 11:19:16 GMT-0400 (Eastern Daylight Time)"
"423",423,"https://www.plugshare.com/location/494646","['41.789936']","['-72.65721']","['135 W Service Rd, Hartford, CT 06120, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['2']","['ChargePoint']","Sat Jun 07 2025 12:26:52 GMT-0400 (Eastern Daylight Time)"
"424",424,"https://www.plugshare.com/location/595461","['41.8512229']","['-72.64508409999999']","['19 Maple Ave, Windsor, CT 06095, USA ']","['2 Plugs']","['J-1772']","['7.68 kW']","['2 Stations']","['2']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 12:25:08 GMT-0400 (Eastern Daylight Time)"
"425",425,"https://www.plugshare.com/location/735124","['41.25790730522213']","['-73.14573696693421']","['1077 Bridgeport Ave, Shelton, CT 06484, USA ']","['4 Plugs']","['J-1772']","['9.6 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:11:59 GMT-0400 (Eastern Daylight Time)"
"426",426,"https://www.plugshare.com/location/296380","['41.851407']","['-72.644419']","['240 Broad St, Windsor, CT 06095, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:03:20 GMT-0400 (Eastern Daylight Time)"
"427",427,"https://www.plugshare.com/location/85598","['41.822937']","['-72.713431']","['330 Park Ave, Bloomfield, CT 06002, USA ']","['3 Plugs']","['J-1772']","['6.24 - 11.52 kW']","['3 Stations']","['2']","['0']","['1']","['Blink']","Sat Jun 07 2025 11:53:32 GMT-0400 (Eastern Daylight Time)"
"428",428,"https://www.plugshare.com/location/488343","['41.78712']","['-72.659874']","['91 W Service Rd, Hartford, CT 06120, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:03:46 GMT-0400 (Eastern Daylight Time)"
"429",429,"https://www.plugshare.com/location/625496","['41.358563']","['-72.107137']","['36 Waller Street, New London, CT 06320, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['2']","['0']","['0']","['FLO']","Sat Jun 07 2025 12:05:14 GMT-0400 (Eastern Daylight Time)"
"430",430,"https://www.plugshare.com/location/729228","['41.81734473353293']","['-72.82896398584444']","['100 Simsbury Rd, Avon, CT 06001, USA ']","['2 Plugs']","['J-1772']","['7.68 kW']","['2 Stations']","['2']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 11:57:23 GMT-0400 (Eastern Daylight Time)"
"431",431,"https://www.plugshare.com/location/638426","['41.21134']","['-73.37945']","['115 School Rd, Weston, CT 06883, USA ']","['2 Plugs']","['J-1772']","['13.3 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:32:03 GMT-0400 (Eastern Daylight Time)"
"432",432,"https://www.plugshare.com/location/603810","['41.605136']","['-72.01652']","['11 Newent Rd, Lisbon, CT 06351, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:08:01 GMT-0400 (Eastern Daylight Time)"
"433",433,"https://www.plugshare.com/location/249114","['41.421388489664494']","['-72.83906549570082']","['620 Washington Ave, North Haven, CT 06473, USA ']","['6 Plugs']","['J-1772']","['6.48 kW']","['3 Stations']","['5']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:54:18 GMT-0400 (Eastern Daylight Time)"
"434",434,"https://www.plugshare.com/location/494795","['41.024137']","['-73.637268']","['321 West Putnam Avenue, Greenwich, CT 06830, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:23:45 GMT-0400 (Eastern Daylight Time)"
"435",435,"https://www.plugshare.com/location/266258","['41.888876']","['-72.464023']","['140 suit A West Rd, Ellington 06029 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['0']","['0']","['2']","['ChargePoint']","Sat Jun 07 2025 11:30:21 GMT-0400 (Eastern Daylight Time)"
"436",436,"https://www.plugshare.com/location/160424","['41.834615']","['-72.708646']","['200 Seabury Dr, Bloomfield, CT 06002, USA ']","['2 Plugs']","['J-1772']","['7.424 kW']","['2 Stations']","['2']","['0']","['0']","['EV Connect']","Sat Jun 07 2025 11:24:40 GMT-0400 (Eastern Daylight Time)"
"437",437,"https://www.plugshare.com/location/638017","['41.792499389764615']","['-72.51733851289748']","['63 N Elm St, Manchester, CT 06042, USA ']","['2 Plugs']","['J-1772']","['13.3 kW']","['2 Stations']","['1']","['0']","['1']","['AmpUp']","Sat Jun 07 2025 11:16:58 GMT-0400 (Eastern Daylight Time)"
"438",438,"https://www.plugshare.com/location/487081","['41.020299']","['-73.642206']","['468 West Putnam Avenue, Greenwich 06830 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:50:27 GMT-0400 (Eastern Daylight Time)"
"439",439,"https://www.plugshare.com/location/635836","['41.783617']","['-72.702778']","['450 Homestead Ave, Hartford, CT 06112, USA ']","['2 Plugs']","['J-1772']","['11.52 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:44:09 GMT-0400 (Eastern Daylight Time)"
"440",440,"https://www.plugshare.com/location/603693","['41.785211']","['-72.622609']","['16 Columbus Cir, East Hartford, CT 06108, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:38:17 GMT-0400 (Eastern Daylight Time)"
"441",441,"https://www.plugshare.com/location/71309","['41.490601999999996']","['-73.22501178406144']","['522 Heritage Rd, Southbury, CT 06488 ']","['2 Plugs']","['J-1772']","['6.656 - 9.568 kW']","['2 Stations']","['1']","['1']","['0']","['SWTCH']","Sat Jun 07 2025 11:16:47 GMT-0400 (Eastern Daylight Time)"
"442",442,"https://www.plugshare.com/location/554446","['41.69651666405472']","['-72.9080953001708']","['1069 Farmington Ave, Bristol, CT 06010, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:34:36 GMT-0400 (Eastern Daylight Time)"
"443",443,"https://www.plugshare.com/location/346291","['41.143838']","['-73.494711']","['160 Park St, New Canaan 06840 ']","['8 Plugs']","['J-1772']","['6.48 kW']","['3 Stations']","['4']","['2']","['0']","['ChargePoint']","Sat Jun 07 2025 12:06:49 GMT-0400 (Eastern Daylight Time)"
"444",444,"https://www.plugshare.com/location/510143","['41.104676']","['-73.432036']","['200 US-1, Norwalk, CT 06854, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:21:28 GMT-0400 (Eastern Daylight Time)"
"445",445,"https://www.plugshare.com/location/645980","['41.700217']","['-72.894012']","['1461 Farmington Ave, Bristol, CT 06010 ']","['6 Plugs', '2 Plugs', '2 Plugs']","['J-1772', 'CCS1', 'CHAdeMO']","['6.48 kW', '62 kW', '62.5 kW']","['3 Stations', '2 Stations', '2 Stations']","['6', '2', '2']","['0', '0', '0']","['0', '0', '0']","['ChargePoint', 'ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:48:42 GMT-0400 (Eastern Daylight Time)"
"446",446,"https://www.plugshare.com/location/79882","['41.099167']","['-73.416223']","['1 N Water St, Norwalk 06854 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:01:15 GMT-0400 (Eastern Daylight Time)"
"447",447,"https://www.plugshare.com/location/712384","['41.8319027']","['-72.8177831']","['144 Hopmeadow St, Weatogue, CT 06089, USA ']","['4 Plugs']","['J-1772']","['7.68 kW']","['4 Stations']","['4']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 12:13:10 GMT-0400 (Eastern Daylight Time)"
"448",448,"https://www.plugshare.com/location/516530","['41.7687']","['-72.1956']","['54 Warrenville Rd, Mansfield, CT 06250, USA ']","['5 Plugs']","['J-1772']","['6.656 kW']","['5 Stations']","['4']","['0']","['0']","['SWTCH']","Sat Jun 07 2025 11:44:35 GMT-0400 (Eastern Daylight Time)"
"449",449,"https://www.plugshare.com/location/348284","['41.299821']","['-72.374957']","['1 Ford Drive, Old Saybrook, CT 06475, USA ']","['2 Plugs']","['J-1772']","['8.64 - 16.723 kW']","['2 Stations']","['2']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:13:32 GMT-0400 (Eastern Daylight Time)"
"450",450,"https://www.plugshare.com/location/581520","['38.9079293']","['-77.0427978']","['1330 Connecticut Ave NW, Washington, DC 20036, USA ']","['4 Plugs']","['J-1772']","['6.24 - 7.2 kW']","['4 Stations']","['3']","['0']","['1']","['Blink']","Sat Jun 07 2025 12:19:47 GMT-0400 (Eastern Daylight Time)"
"451",451,"https://www.plugshare.com/location/596483","['41.224483']","['-73.054896']","['39 Prospect St, Milford, CT 06460, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:46:21 GMT-0400 (Eastern Daylight Time)"
"452",452,"https://www.plugshare.com/location/763554","['41.944264']","['-72.62769']","['1300 East St South, Suffield 06078 ']","['4 Plugs']","['J-1772']","['16.56 - 19.2 kW']","['4 Stations']","['4']","['0']","['0']","['FLO']","Sat Jun 07 2025 12:04:17 GMT-0400 (Eastern Daylight Time)"
"453",453,"https://www.plugshare.com/location/638679","['41.78867170230745']","['-72.51099642366171']","['141 Princeton St, Manchester, CT 06042 ']","['4 Plugs']","['J-1772']","['9.6 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:30:42 GMT-0400 (Eastern Daylight Time)"
"454",454,"https://www.plugshare.com/location/301217","['41.025857']","['-73.628964']","['101 Field Point Rd, Greenwich 06830 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:24:18 GMT-0400 (Eastern Daylight Time)"
"455",455,"https://www.plugshare.com/location/195750","['41.416824']","['-72.841571']","['521 Washington Ave, North Haven 06473 ']","['4 Plugs']","['J-1772']","['6.48 - 6.6 kW']","['2 Stations']","['0']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:47:12 GMT-0400 (Eastern Daylight Time)"
"456",456,"https://www.plugshare.com/location/706279","['41.75449821956341']","['-72.68193259835243']","['85 Seymour St, Hartford, CT 06106, USA ']","['12 Plugs']","['J-1772']","['13.3 kW']","['12 Stations']","['10']","['2']","['0']","['AmpUp']","Sat Jun 07 2025 12:12:47 GMT-0400 (Eastern Daylight Time)"
"457",457,"https://www.plugshare.com/location/606372","['41.782581']","['-72.311624']","['78 Ripley Hill Rd, Coventry, CT 06238, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['1']","['1']","['0']","['FLO']","Sat Jun 07 2025 12:15:58 GMT-0400 (Eastern Daylight Time)"
"458",458,"https://www.plugshare.com/location/619481","['41.742292']","['-72.720172']","['470 Oakwood Ave, West Hartford 06110 ']","['2 Plugs']","['J-1772']","['9.984 kW']","['2 Stations']","['2']","['0']","['0']","['FLO']","Sat Jun 07 2025 12:12:31 GMT-0400 (Eastern Daylight Time)"
"459",459,"https://www.plugshare.com/location/638422","['41.60261']","['-72.65849']","['101 West Street, Cromwell 06416 ']","['2 Plugs']","['J-1772']","['13.3 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:39:36 GMT-0400 (Eastern Daylight Time)"
"460",460,"https://www.plugshare.com/location/145031","['41.649041953520126']","['-72.72614237607479']","['107 Selden St, Berlin, CT 06037 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:20:02 GMT-0400 (Eastern Daylight Time)"
"461",461,"https://www.plugshare.com/location/619588","['41.5992596']","['-72.9858782']","['675 Wolcott Rd, Wolcott 06716-2426 ']","['2 Plugs']","['J-1772']","['7.68 kW']","['2 Stations']","['2']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 11:53:12 GMT-0400 (Eastern Daylight Time)"
"462",462,"https://www.plugshare.com/location/284929","['41.14195063384647']","['-73.36535811424255']","['27 Wilton Rd, Westport, CT 06880, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:25:02 GMT-0400 (Eastern Daylight Time)"
"463",463,"https://www.plugshare.com/location/495748","['41.14315898489983']","['-73.36060168587002']","['35 Elm St, Westport, CT 06880, USA ']","['12 Plugs']","['J-1772']","['19.2 kW']","['12 Stations']","['9']","['3']","['0']","['EV Connect']","Sat Jun 07 2025 12:41:15 GMT-0400 (Eastern Daylight Time)"
